filename,title,year,manufacturer,rpi2,rpi3,bios,notes
mpangj,Mighty! Pang ,2000,Mitchell,ok,ok,,
mpatrol,Moon Patrol,1982,Irem,ok,ok,,
mpatrolw,Moon Patrol ,1982,Irem,untested,ok,,
mplanets,Mad Planets,1983,Gottlieb,untested,ok,,
mplanuk,Mad Planets ,1983,Gottlieb,untested,ok,,
mrdo,Mr. Do!,1982,Universal,ok,ok,,
mrdofix,Mr. Do! ,1982,Universal,ok,ok,,
mrdot,Mr. Do! ,1982,Universal,ok,ok,,
mrdoy,Mr. Do! ,1982,Universal,untested,untested,,
mrdrillr,Mr Driller ,1999,Namco,has issues,has issues,,slow
mrdrilr2,Mr Driller 2,2000,Namco,doesn't work,doesn't work,,game_not_working
mrdu,Mr. Du!,1982,bootleg,untested,ok,,
mrflea,The Amazing Adventures of Mr. F. Lea,1982,Pacific Novelty,untested,ok,,
mrgoemon,Mr. Goemon ,1986,Konami,untested,ok,,
mrheli,Mr. HELI no Dai-Bouken,1987,Irem,untested,ok,,
mrjong,Mr. Jong ,1983,Kiwako,untested,ok,,
mrkougar,Mr. Kougar,1984,ATW,untested,ok,,
mrkougb,Mr. Kougar ,1983,bootleg,untested,ok,,
mrkougr2,Mr. Kougar ,1983,ATW,untested,ok,,
mrlo,Mr. Lo!,1982,bootleg,untested,ok,,
mrokumei,Mahjong Rokumeikan ,1988,Home Data,untested,has issues,,
mrtnt,Mr. TNT,1983,Telko,untested,has issues,,severe colour problems pi3
mrviking,Mister Viking,1984,Sega,untested,untested,,
mrvikngj,Mister Viking ,1984,Sega,untested,ok,,
mschamp,Ms. Pacman Champion Edition ,1995,hack,ok,ok,,
mscoutm,Mahjong Scout Man ,1994,SPHINX,untested,ok,,
msgunda1,Mobile Suit Gundam ,1993,Banpresto,untested,ok,,
msgundam,Mobile Suit Gundam,1993,Banpresto,untested,ok,,
msh,Marvel Super Heroes ,1995,Capcom,doesn't work,doesn't work,,"Issues warning, game doesn't work properly -- use these instead: mshu, mshj, msha, mshh. Works with lr-mame2010."
msha,Marvel Super Heroes ,1995,Capcom,doesn't work,untested,,
mshb,Marvel Super Heroes ,1995,Capcom,doesn't work,doesn't work,,game_not_working
mshh,Marvel Super Heroes ,1995,Capcom,doesn't work,untested,,
mshj,Marvel Super Heroes ,1995,Capcom,doesn't work,ok,,
mshu,Marvel Super Heroes ,1995,Capcom,doesn't work,ok,,Rare find but can be found. Need the MAME 0.78 ROM Version
mshuttle,Moon Shuttle ,1981,Nichibutsu,untested,ok,,
mshuttlj,Moon Shuttle ,1981,Nichibutsu,untested,ok,,
mshvsf,Marvel Super Heroes Vs. Street Fighter ,1997,Capcom,ok,ok,,
mshvsfa,Marvel Super Heroes Vs. Street Fighter ,1997,Capcom,doesn't work,untested,,
mshvsfa1,Marvel Super Heroes Vs. Street Fighter ,1997,Capcom,doesn't work,untested,,
mshvsfb,Marvel Super Heroes Vs. Street Fighter ,1997,Capcom,doesn't work,ok,,
mshvsfb1,Marvel Super Heroes Vs. Street Fighter ,1997,Capcom,doesn't work,untested,,
mshvsfh,Marvel Super Heroes Vs. Street Fighter ,1997,Capcom,doesn't work,untested,,
mshvsfj,Marvel Super Heroes Vs. Street Fighter ,1997,Capcom,doesn't work,ok,,
mshvsfj1,Marvel Super Heroes Vs. Street Fighter ,1997,Capcom,doesn't work,ok,,
mshvsfj2,Marvel Super Heroes Vs. Street Fighter ,1997,Capcom,doesn't work,doesn't work,,
mshvsfu1,Marvel Super Heroes Vs. Street Fighter ,1997,Capcom,doesn't work,ok,,
msisaac,Metal Soldier Isaac II,1985,Taito Corporation,untested,ok,,
msjiken,Mahjong Satsujin Jiken ,1988,Nichibutsu,untested,ok,,
mslider,Monster Slider ,1997,Visco,untested,ok,,
mslug,Metal Slug - Super Vehicle-001,1996,Nazca,ok,ok,neogeo,
mslug2,Metal Slug 2 - Super Vehicle-001,1998,SNK,ok,ok,neogeo,Slow FPS on RPi1
mslug3,Metal Slug 3,2000,SNK,ok,ok,neogeo,
mslug3n,Metal Slug 3 ,2000,SNK,ok,ok,,
mslugx,Metal Slug X - Super Vehicle-001,1999,SNK,ok,ok,neogeo,
mspacmab,Ms. Pac-Man ,1981,bootleg,untested,ok,,
mspacman,Ms. Pac-Man,1981,Midway,ok,ok,,
mspacmat,Ms. Pac Attack,1981,hack,untested,ok,,
mspacpls,Ms. Pac-Man Plus,1981,hack,untested,ok,,
mstadium,Main Stadium ,1989,Konami,untested,ok,,
msword,Magic Sword - Heroic Fantasy ,1990,Capcom,ok,ok,,
mswordj,Magic Sword ,1990,Capcom,untested,ok,,
mswordr1,Magic Sword - Heroic Fantasy ,1990,Capcom,untested,untested,,
mswordu,Magic Sword - Heroic Fantasy ,1990,Capcom,untested,untested,,
mt_aftrb,MegaTech: Afterburner,1989,Sega,doesn't work,doesn't work,,game_not_working
mt_astro,MegaTech: Astro Warrior,1989,Sega,doesn't work,untested,,game_not_working
mt_bbros,MegaTech: Bonanza Bros.,1989,Sega,doesn't work,untested,,game_not_working
mt_beast,MegaTech: Altered Beast,1989,Sega,doesn't work,doesn't work,,game_not_working
mt_eswat,MegaTech: E-Swat,1989,Sega,doesn't work,untested,,game_not_working
mt_fshrk,MegaTech: Fire Shark,1989,Sega,doesn't work,untested,,game_not_working
mt_gaxe,MegaTech: Golden Axe,1989,Sega,doesn't work,has issues,,Button Press Pauses game.
mt_gaxe2,MegaTech: Golden Axe 2,1989,Sega,doesn't work,doesn't work,,game_not_working
mt_ggolf,MegaTech: Great Golf,1989,Sega,doesn't work,untested,,game_not_working
mt_gng,MegaTech: Ghouls and Ghosts,1989,Capcom,doesn't work,untested,,game_not_working
mt_gsocr,MegaTech: Great Soccer,1989,Sega,doesn't work,untested,,game_not_working
mt_kcham,MegaTech: Kid Chameleon,1989,Sega,doesn't work,untested,,game_not_working
mt_lastb,MegaTech: Last Battle.,1989,Sega,doesn't work,untested,,game_not_working
mt_mwalk,MegaTech: Moonwalker,1989,Sega,doesn't work,untested,,game_not_working
mt_mystd,MegaTech: Mystic Defender,1989,Sega,doesn't work,untested,,game_not_working
mt_parlg,MegaTech: Parlour Games,1989,Sega,doesn't work,untested,,game_not_working
mt_revsh,MegaTech: The Revenge Of Shinobi,1989,Sega,doesn't work,doesn't work,,game_not_working
mt_shar2,MegaTech: Space Harrier 2.,1989,Sega,doesn't work,doesn't work,,game_not_working
mt_shnbi,MegaTech: Shinobi,1989,Sega,doesn't work,doesn't work,,game_not_working
mt_smgp,MegaTech: Super Monaco Grand Prix,1990,Sega,doesn't work,doesn't work,,game_not_workingDes
mt_sonic,MegaTech: Sonic the Hedgehog,1989,Sega,doesn't work,untested,,game_not_working
mt_stbld,MegaTech: Super Thunder Blade,1989,Sega,doesn't work,untested,,game_not_working
mt_tetri,MegaTech: Tetris,1989,Sega,ok,untested,,game_not_working
mt_tfor2,MegaTech: Thunder Force 2,1989,Sega,doesn't work,untested,,game_not_working
mt_tgolf,MegaTech: Arnold Palmer Tournament Golf,1989,Sega,doesn't work,untested,,game_not_working
mt_tlbba,MegaTech: Tommy Lasorda Baseball,1989,Sega,doesn't work,untested,,game_not_working
mt_wcsoc,MegaTech: World Cup Soccer,1989,Sega,doesn't work,untested,,game_not_working
mtlchamp,Martial Champion ,1993,Konami,untested,ok,,
mtlchmpj,Martial Champion ,1993,Konami,untested,ok,,
mtrap,Mouse Trap ,1981,Exidy,untested,ok,,
mtrap3,Mouse Trap ,1981,Exidy,untested,untested,,
mtrap4,Mouse Trap ,1981,Exidy,untested,untested,,
mtwins,Mega Twins ,1990,Capcom,ok,ok,,
mugsmash,Mug Smashers,,Electronic Devices Italy,untested,ok,,
multchmp,Multi Champ ,1998,ESD,untested,untested,,
mustache,Mustache Boy,1987,Seibu Kaihatsu,untested,has issues,,no sound
mustang,US AAF Mustang ,1990,UPL,untested,has issues,,no sound
mustangb,US AAF Mustang ,1990,bootleg,untested,ok,,
mustangs,US AAF Mustang ,1990,UPL,untested,has issues,,no sound
mutantf,Mutant Fighter ,1992,Data East Corporation,untested,ok,,
mutantfa,Mutant Fighter ,1992,Data East Corporation,untested,untested,,
mutnat,Mutation Nation,1992,SNK,untested,ok,neogeo,
mvp,MVP,,Sega,doesn't work,doesn't work,,game_not_working
mvsc,Marvel Vs. Capcom: Clash of Super Heroes ,1998,Capcom,ok,ok,,
mvsca,Marvel Vs. Capcom: Clash of Super Heroes ,1998,Capcom,untested,untested,,
mvsch,Marvel Vs. Capcom: Clash of Super Heroes ,1998,Capcom,untested,untested,,
mvscj,Marvel Vs. Capcom: Clash of Super Heroes ,1998,Capcom,untested,ok,,
mvscjr1,Marvel Vs. Capcom: Clash of Super Heroes ,1998,Capcom,untested,ok,,
mx5000,MX5000,1987,Konami,untested,untested,,
myangel,Kosodate Quiz My Angel ,1996,Namco,untested,ok,,
myangel2,Kosodate Quiz My Angel 2 ,1997,Namco,untested,ok,,
myangel3,Kosodate Quiz My Angel 3 ,1998,Namco,untested,has issues,,no sound
myfairld,Virtual Mahjong 2 - My Fair Lady,1998,Micronet,doesn't work,doesn't work,,game_not_working
myhero,My Hero ,1985,Sega,untested,ok,,
myherok,My Hero ,1985,Coreland,untested,untested,,
myqbert,Mello Yello Q*bert,1982,Gottlieb,untested,ok,,
mysticm,Mystic Marathon,1983,Williams,untested,untested,,
mysticri,Mystic Riders ,1992,Irem,ok,ok,,
myststno,Mysterious Stones - Dr. Kick in Adventure,1984,Technos,untested,ok,,
mystston,Mysterious Stones - Dr. John's Adventure,1984,Technos,untested,ok,,
mystwarr,Mystic Warriors ,1993,Konami,untested,ok,,working
mystwaru,Mystic Warriors ,1993,Konami,untested,doesn't work,,
nam1975,NAM-1975,1990,SNK,untested,ok,neogeo,
nametune,Name That Tune,1986,Bally,untested,untested,,
naname,Naname de Magic! ,1994,Atlus,untested,ok,,
narc,Narc ,1988,Williams,has issues,ok,,"Plays fine, but you have to enable ""Skip Warnings"" in retroarch options."
narc3,Narc ,1988,Williams,untested,ok,,
nastar,Nastar ,1988,Taito Corporation Japan,untested,ok,,
nastarw,Nastar Warrior ,1988,Taito America Corporation,untested,untested,,
natodef,NATO Defense,1982,Pacific Novelty,untested,untested,,
natodefa,NATO Defense ,1982,Pacific Novelty,untested,untested,,
natsuiro,Natsuiro Mahjong ,1989,Video System Co.,untested,ok,,
naughtya,Naughty Boy ,1982,bootleg,untested,has issues,,warns about cocktail flipping not working pi3
naughtyb,Naughty Boy,1982,Jaleco,untested,has issues,,warns about cocktail flipping not working pi3
naughtyc,Naughty Boy ,1982,Jaleco,untested,has issues,,warns about cocktail flipping not working pi3
navalone,Navalone,1980,Namco,untested,has issues,,inaccurate sound emulation pi3
nbahangt,NBA Hangtime ,1996,Midway,untested,ok,,game plays fine yet sound is barely audible
nbajam,NBA Jam ,1993,Midway,has issues,ok,,"RPi2: Choppy sound, slow gameplay"
nbajamex,NBA Jam Extreme,1996,Acclaim,doesn't work,doesn't work,,game_not_working
nbajamr2,NBA Jam ,1993,Midway,untested,ok,,
nbajamt1,NBA Jam TE ,1994,Midway,untested,ok,,
nbajamt2,NBA Jam TE ,1994,Midway,untested,untested,,
nbajamt3,NBA Jam TE ,1994,Midway,untested,untested,,
nbajamte,NBA Jam TE ,1994,Midway,has issues,ok,,"RPi2: Choppy sound, slow gameplay"
nbamaxht,NBA Maximum Hangtime ,1996,Midway,has issues,doesn't work,,rom does not work
nbbatman,Ninja Baseball Batman ,1993,Irem America,has issues,has issues,,Works beautiful on my Pi 3 B+ but oddly using lr-fbalpha
ncombat,Ninja Combat,1990,Alpha Denshi Co.,untested,ok,neogeo,
ncommand,Ninja Commando,1992,Alpha Denshi Co.,untested,ok,neogeo,
ncv1,Namco Classics Collection Vol.1,1995,Namco,untested,has issues,,no sound
ncv1j,Namco Classics Collection Vol.1 ,1995,Namco,untested,has issues,,no sound
ncv1j2,Namco Classics Collection Vol.1 ,1995,Namco,untested,has issues,,no sound
ncv2,Namco Classics Collection Vol.2,1996,Namco,doesn't work,doesn't work,,game_not_working
ncv2j,Namco Classics Collection Vol.2 ,1996,Namco,doesn't work,doesn't work,,game_not_working
nebulbee,Nebulous Bee,1984,hack,untested,untested,,
nebulray,Nebulas Ray ,1994,Namco,untested,has issues,,issues with backgrounds and no sound
nebulryj,Nebulas Ray ,1994,Namco,untested,has issues,,
neckneck,Neck-n-Neck ,1992,Bundra Games,untested,untested,,
nekkyoku,Rettou Juudan Nekkyoku Janshi - Higashi Nippon Hen ,1988,Video System Co.,untested,ok,,
nemesis,Nemesis,1985,Konami,untested,ok,,
nemesuk,Nemesis ,1985,Konami,untested,untested,,
nemo,Nemo ,1990,Capcom,ok,ok,,
nemoj,Nemo ,1990,Capcom,untested,ok,,
neobattl,SD Gundam Neo Battling ,1992,Banpresto,untested,ok,,
neobombe,Neo Bomberman,1997,Hudson,ok,ok,neogeo,spanish language only
neocup98,Neo-Geo Cup '98 - The Road to the Victory,1998,SNK,untested,ok,neogeo,
neodrift,Neo Drift Out - New Technology,1996,Visco,untested,ok,neogeo,
neogeo,Neo-Geo,1990,SNK,untested,ok,,NeoGeo BIOS
neomrdo,Neo Mr. Do!,1996,Visco,untested,ok,neogeo,
nettoqc,Nettoh Quiz Champion ,1995,Nakanihon,untested,ok,,
netwars,Net Wars,1983,Orca,untested,has issues,,sound is weird
newfant,New Fantasia,1995,Comad & New Japan System,untested,ok,,
newpuc2,Newpuc2,1980,hack,untested,ok,,
newpuc2b,Newpuc2 ,1980,hack,untested,ok,,
newpuckx,New Puck-X,1980,hack,untested,ok,,
news,News,1993,Poby,untested,untested,,
newsin7,New Sinbad 7,1983,ATW USA,untested,untested,,
ngpgal,Nekketsu Grand-Prix Gal ,1991,Nichibutsu,untested,ok,,
nibbler,Nibbler ,1982,Rock-ola,ok,has issues,,inaccurate sound emulation pi3
nibblera,Nibbler ,1982,Rock-ola,untested,has issues,,inaccurate sound emulation pi3
nightstr,Night Striker ,1989,Taito America Corporation,untested,ok,,
ninclown,Ninja Clowns ,1991,Strata,untested,ok,,
ninjak,The Ninja Kids ,1990,Taito Corporation Japan,untested,ok,,
ninjak2a,Ninja-Kid II ,1987,UPL,untested,untested,,
ninjak2b,Ninja-Kid II ,1987,UPL,untested,untested,,
ninjakd2,Ninja-Kid II ,1987,UPL,untested,ok,,no sound
ninjakj,The Ninja Kids ,1990,Taito Corporation,untested,ok,,
ninjakun,Ninjakun Majou no Bouken,1984,UPL,untested,ok,,
ninjamas,Ninja Master's - haoh-ninpo-cho,1996,ADK,untested,ok,neogeo,
ninjaw,The Ninja Warriors ,1987,Taito Corporation Japan,ok,ok,,
ninjawj,The Ninja Warriors ,1987,Taito Corporation,untested,ok,,
ninjemak,Ninja Emaki ,1986,Nichibutsu,untested,untested,,
nitd,Nightmare in the Dark,2000,Eleven,untested,ok,neogeo,
nitedrvr,Night Driver,1976,Atari,untested,has issues,,inaccurate sound emulation pi3
nitrobal,Nitro Ball ,1992,Data East Corporation,untested,untested,,
niyanpai,Niyanpai ,1996,Nichibutsu,untested,ok,,
nkdodgeb,Nekketsu Koukou Dodgeball Bu ,1987,Technos,untested,ok,,
nmaster,Oni - The Ninja Master ,1995,Banpresto,untested,ok,,
nmouse,Naughty Mouse ,1981,Amenip,untested,ok,,
nmouseb,Naughty Mouse ,1981,Amenip Nova Games Ltd.,untested,ok,,
nmsengen,Nekketsu Mahjong Sengen! AFTER 5 ,1991,Video System Co.,untested,ok,,
noboranb,Noboranka ,1986,bootleg,untested,ok,,
nomnlnd,No Man's Land,1980,Universal,untested,has issues,,inaccurate sound emulation pi3
nomnlndg,No Man's Land ,1980,Universal,untested,has issues,,inaccurate sound emulation pi3
nost,Nostradamus,1993,Face,untested,has issues,,slight slowdown and sound stuttering
nostj,Nostradamus ,1993,Face,untested,ok,,no cocktail mode
nostk,Nostradamus ,1993,Face,untested,untested,,
nouryoku,Nouryoku Koujou Iinkai,1995,Tecmo,untested,ok,,
nov2001u,Nova 2001 ,1983,UPL,untested,untested,,
nova2001,Nova 2001 ,1983,UPL,untested,ok,,
nprinces,Ninja Princess ,1985,bootleg?,untested,untested,,
nprincsb,Ninja Princess ,1985,bootleg?,untested,untested,,
nprincso,Ninja Princess ,1985,Sega,untested,untested,,
nprincsu,Ninja Princess ,1985,Sega,untested,untested,,
nrallyv,New Rally X ,1981,hack,untested,ok,,
nrallyx,New Rally X,1981,Namco,untested,ok,,
nslasher,Night Slashers,1994,Data East Corporation,doesn't work,doesn't work,,game_not_working - use lr-mame2010 or MAME2003 plus. Also use nslashers.zip and go into service mode to enable blood.
nspirit,Ninja Spirit,1988,Irem,untested,ok,,
nspiritj,Saigo no Nindou ,1988,Irem,untested,ok,,
nss,Nintendo Super System- BIOS,,Nintendo,untested,untested,,
nss_actr,Nintendo Super System: Act Raiser,1992,Enix,doesn't work,has issues,,works but without sound
nss_adam,Nintendo Super System: The Addams Family,1992,Ocean,doesn't work,has issues,,no sound
nss_aten,Nintendo Super System: David Crane's Amazing Tennis,1992,Absolute Entertainment Inc.,doesn't work,untested,,game_not_working
nss_con3,Nintendo Super System: Contra 3: The Alien Wars,1992,Konami,doesn't work,untested,,game_not_working
nss_fzer,Nintendo Super System: F-Zero,,Nintendo,doesn't work,ok,,game_not_working
nss_lwep,Nintendo Super System: Lethal Weapon,1992,Ocean,doesn't work,ok,,game_not_working
nss_ncaa,Nintendo Super System: NCAA Basketball,1992,Sculptured Software Inc.,doesn't work,ok,,game_not_working
nss_rob3,Nintendo Super System: Robocop 3,1992,Ocean,doesn't work,has issues,,Game works but no sound and no enemy sprites shown in the game
nss_skin,Nintendo Super System: Skins Game,1992,Irem,doesn't work,ok,,game_not_working
nss_smw,Nintendo Super System: Super Mario World,,Nintendo,doesn't work,doesn't work,,game_not_working
nss_ssoc,Nintendo Super System: Super Soccer,1992,Human Inc.,doesn't work,ok,,game_not_working
nss_sten,Nintendo Super System: Super Tennis,,Nintendo,doesn't work,ok,,game_not_working
nstocker,Night Stocker,1986,Bally,untested,ok,,
ntopstar,Mahjong Nerae! Top Star ,1990,Nichibutsu,untested,ok,,
numanath,Numan Athletics ,1993,Namco,untested,has issues,,runs slow and stuttering sound
numanatj,Numan Athletics ,1993,Namco,untested,has issues,,t
nunchaku,Nunchackun,1985,Taito,untested,ok,,
nwarr,Night Warriors: Darkstalkers' Revenge ,1995,Capcom,ok,ok,,minor graphics filckering on pi3
nwarrb,Night Warriors: Darkstalkers' Revenge ,1995,Capcom,untested,untested,,
nwarrh,Night Warriors: Darkstalkers' Revenge ,1995,Capcom,untested,untested,,
nyanpani,Nyan Nyan Panic ,1988,Konami,untested,ok,,
nycaptor,N.Y. Captor,1985,Taito,untested,ok,,
nyny,New York New York,1980,Sigma Enterprises Inc.,untested,has issues,,inaccurate sound and video emulation pi3
nynyg,New York New York ,1980,Sigma Enterprises Inc.,untested,has issues,,inaccurate sound and video emulation pi3
offroad,Ironman Stewart's Super Off-Road,1989,Leland Corp.,ok,ok,,
offroadc,Off Road Challenge,1997,Midway,doesn't work,ok,,game_not_working
offroadt,Ironman Stewart's Super Off-Road Track Pack,1989,Leland Corp.,ok,ok,,
offtwalc,Off the Wall ,1991,Atari Games,untested,untested,,
offtwall,Off the Wall ,1991,Atari Games,untested,ok,,
ogonsiro,Ohgon no Siro ,1986,Taito Corporation,untested,ok,,
ohmygod,Oh My God! ,1993,Atlus,ok,ok,,
oigas,Oigas ,1986,bootleg,untested,untested,,
oisipuzl,Oishii Puzzle Ha Irimasenka,1993,Sunsoft + Atlus,untested,ok,,
ojanko2,Ojanko Yakata 2bankan ,1987,V-System Co.,untested,ok,,
ojankoc,Ojanko Club ,1986,V-System Co.,untested,ok,,
ojankohs,Ojanko High School ,1988,V-System Co.,untested,ok,,
ojankoy,Ojanko Yakata ,1986,V-System Co.,untested,ok,,
ojousan,Ojousan ,1987,Nichibutsu,untested,ok,,
olibochu,Oli-Boo-Chu,1981,Irem + GDI,untested,ok,,
olysoc92,Olympic Soccer '92,1992,Seibu,doesn't work,untested,,game_not_working
omega,Omega,,bootleg?,untested,has issues,,colours wrong and sound problems pi3
omegaf,Omega Fighter,1989,UPL,untested,ok,,
omegafs,Omega Fighter Special,1989,UPL,untested,ok,,
omegrace,Omega Race,1981,Midway,untested,ok,,Game works fine
oneshot,One Shot One Kill,,<unknown>,untested,ok,,
onna34ra,Onna Sansirou - Typhoon Gal ,1985,Taito,untested,untested,,
onna34ro,Onna Sansirou - Typhoon Gal ,1985,Taito,untested,ok,,
opaopa,Opa Opa,,????,doesn't work,doesn't work,,game_not_working
opengolf,Konami's Open Golf Championship ,1994,Konami,doesn't work,doesn't work,,game_not_working
openice,2 On 2 Open Ice Challenge ,1995,Midway,untested,has issues,,Has Speed Issues
opwolf,Operation Wolf ,1987,Taito America Corporation,ok,ok,,
opwolf3,Operation Wolf 3 ,1994,Taito Corporation Japan,has issues,has issues,,cannot calibrate aim correctly
opwolf3u,Operation Wolf 3 ,1994,Taito America Corporation,untested,untested,,
opwolfb,Operation Bear,1987,bootleg,untested,untested,,
orangec,Orange Club - Maruhi Kagai Jugyou ,1988,Daiichi Denshi,untested,ok,,
orbit,Orbit,1978,Atari,untested,doesn't work,,can't play game pi3
orbitron,Orbitron,,Signatron USA,untested,ok,,
ordyne,Ordyne ,1988,Namco,untested,ok,,
orlegend,Oriental Legend ,1997,IGS,has issues,doesn't work,pgm,"no sound, not working on pi3"
orlegndc,Oriental Legend ,1997,IGS,untested,ok,,
orlegnde,Oriental Legend ,1997,IGS,doesn't work,untested,,
orunners,Outrunners ,1992,Sega,untested,has issues,,Speed and sound
oscar,Psycho-Nics Oscar ,1988,Data East USA,untested,ok,,
oscarj,Psycho-Nics Oscar ,1987,Data East Corporation,untested,ok,,
oscarj0,Psycho-Nics Oscar ,1987,Data East Corporation,untested,ok,,
oscarj1,Psycho-Nics Oscar ,1987,Data East Corporation,untested,ok,,     
otatidai,Disco Mahjong Otachidai no Okite ,1995,SPHINX,untested,ok,,
othellos,Othello Shiyouyo,1998,Success,doesn't work,ok,,game_not_working
othldrby,Othello Derby ,1995,Sunwise,untested,ok,,
othunder,Operation Thunderbolt ,1988,Taito Corporation Japan,ok,ok,,
othundu,Operation Thunderbolt ,1988,Taito America Corporation,untested,untested,,
otonano,Otona no Mahjong ,1988,Apple,untested,ok,,
otwalls,Off the Wall ,1984,Bally,untested,ok,,
outfxesj,Outfoxies ,1994,Namco,untested,has issues,,"No audio, and video emulation not 100% accurate"
outfxies,Outfoxies,1994,Namco,has issues,has issues,,No audio
outline,Outline,1982,Century Electronics,untested,has issues,,inaccurate sound emulation pi3
outrun,Out Run ,1986,Sega,ok,ok,,
outruna,Out Run ,1986,Sega,untested,ok,,
outrunb,Out Run ,1986,Sega,untested,ok,,
outzone,Out Zone ,1990,Toaplan,ok,ok,,audio and graphic crashing from at the end of stage 2
outzonea,Out Zone ,1990,Toaplan,untested,untested,,audio and graphic crashing from at the end of stage 2
overdriv,Over Drive,1990,Konami,untested,has issues,,
overtop,Over Top,1996,ADK,untested,ok,neogeo,
ozmawar2,Ozma Wars ,1979,SNK,untested,ok,,
ozmawars,Ozma Wars ,1979,SNK,untested,ok,,
ozon1,Ozon I,1983,Proma,untested,ok,,
p47,P-47 - The Phantom Fighter ,1988,Jaleco,untested,ok,,
p47aces,P-47 Aces,1995,Jaleco,untested,ok,,
p47j,P-47 - The Freedom Fighter ,1988,Jaleco,untested,ok,,
pacapp,Paca Paca Passion ,1999,Produce,doesn't work,doesn't work,,game_not_working
pacgal,Pac-Gal,1981,hack,untested,ok,,
pacheart,Pac-Man ,1981,hack,untested,ok,,
pachiten,Medal Mahjong Pachi-Slot Tengoku ,1993,Nichibutsu,untested,ok,,
pacland,Pac-Land ,1984,Namco,ok,ok,,
pacland2,Pac-Land ,1984,Namco,untested,has issues,,
pacland3,Pac-Land ,1984,Namco,untested,has issues,,
paclandm,Pac-Land ,1984,Namco,untested,untested,,
pacman,Pac-Man ,1980,Namco,ok,ok,,
pacmanbl,Pac-Man ,1981,bootleg,ok,ok,,
pacmania,Pac-Mania,1987,Namco,ok,ok,,Fixed! see https://github.com/libretro/mame2003-libretro/issues/22
pacmanij,Pac-Mania ,1987,Namco,untested,ok,,
pacmod,Pac-Man ,1981,Namco,ok,ok,,
pacnchmp,Pac-Man & Chomp Chomp,1983,Namco,untested,ok,,Warning about graphic/hardware issues
pacnpal,Pac & Pal,1983,Namco,ok,ok,,
pacnpal2,Pac & Pal ,1983,Namco,untested,ok,,
pacplus,Pac-Man Plus,1982,Namco,ok,ok,,
paddle2,Paddle 2,1988,bootleg,untested,untested,,
paddlema,Paddle Mania,1988,SNK,untested,ok,,
paintrlr,Paint Roller,1981,bootleg,untested,ok,,
pairs,Pairs ,1994,Strata,untested,ok,,
pairsa,Pairs ,1994,Strata,untested,ok,,
pairsten,Pairs ,1989,System Ten,untested,ok,,
palamed,Palamedes ,1990,Taito Corporation,untested,ok,,
pandoras,Pandora's Palace,1984,Konami,untested,has issues,,"Can't get off the top level There are pillars you can climb up and down, works fine."
pang,Pang ,1989,Mitchell,ok,ok,,
pang3,Pang! 3 ,1995,Mitchell,ok,ok,,
pang3j,Pang! 3 ,1995,Mitchell,untested,ok,,
pangb,Pang ,1989,bootleg,untested,untested,,
pangpomm,Pang Poms ,1992,Metro,untested,untested,,
pangpoms,Pang Poms,1992,Metro,untested,has issues,,"no sound, use lr2003-plus"
panic,Space Panic ,1980,Universal,untested,ok,,"Having got samples working yet so there is only a sound when you complete the level, no others. works fine with mame2010 on pi3, still need samples file for sound"
panic2,Space Panic ,1980,Universal,untested,ok,,
panic3,Space Panic ,1980,Universal,untested,ok,,
panicbom,Panic Bomber,1994,Eighting,untested,ok,neogeo,
panicger,Space Panic ,1980,Universal,untested,ok,,
panich,Space Panic ,1980,Universal,untested,ok,,
panicstr,Panic Street ,1999,Kaneko,untested,ok,skns,
paperboy,Paperboy ,1984,Atari Games,has issues,ok,,fps drops on pi2
paperbr1,Paperboy ,1984,Atari Games,untested,ok,,
paperbr2,Paperboy ,1984,Atari Games,untested,untested,,
paradise,Paradise,,Yun Sung,untested,ok,,
parodisj,Parodius DA! ,1990,Konami,untested,ok,,
parodius,Parodius DA! ,1990,Konami,ok,ok,,
pass,Pass,1992,Oksan,untested,ok,,
passht4b,Passing Shot ,1988,bootleg,untested,untested,,
passsht,Passing Shot ,1988,Sega,doesn't work,doesn't work,,game_not_working
passshtb,Passing Shot ,1988,bootleg,untested,ok,,
pastelgl,Pastel Gal ,1985,Nichibutsu,untested,ok,,
patimono,Mahjong Pachinko Monogatari ,1992,Nichibutsu,untested,ok,,
pbactio2,Pinball Action ,1985,Tehkan,untested,untested,,
pbaction,Pinball Action ,1985,Tehkan,untested,ok,,
pballoon,Pioneer Balloon,1982,SNK,untested,has issues,,inaccurate sound emulation pi3
pbancho,Gyakuten!! Puzzle Bancho ,1996,Fuuki,untested,ok,,
pbillian,Prebillian,1986,Taito,untested,has issues,,
pbillrd,Perfect Billiard,1987,Nihon System,untested,ok,,
pbillrds,Perfect Billiard ,1987,Nihon System,untested,untested,,
pblbeach,Pebble Beach - The Great Shot,1995,T&E Soft,doesn't work,doesn't work,,game_not_working
pbobbl2j,Puzzle Bobble 2 ,1995,Taito Corporation,has issues,ok,,Crackling sound
pbobbl2n,Puzzle Bobble 2 ,1999,Taito,untested,ok,neogeo,
pbobbl2u,Bust-A-Move Again ,1995,Taito America Corporation,untested,ok,,
pbobbl2x,Puzzle Bobble 2X ,1995,Taito Corporation,untested,ok,,
pbobbl3j,Puzzle Bobble 3 ,1996,Taito Corporation,untested,,,
pbobbl3u,Puzzle Bobble 3 ,1996,Taito Corporation,has issues,ok,,Crackling sound
